county_code,county_name,constituencies_constituency_name,constituencies_wards
1,Mombasa,Changamwe,Port Reitz
1,Mombasa,Changamwe,Kipevu
1,Mombasa,Changamwe,Airport
1,Mombasa,Changamwe,Miritini
1,Mombasa,Changamwe,Chaani
1,Mombasa,Jomvu,Jomvu Kuu
1,Mombasa,Jomvu,Magongo
1,Mombasa,Jomvu,Mikindani
1,Mombasa,Kisauni,Mjambere
1,Mombasa,Kisauni,Junda
1,Mombasa,Kisauni,Bamburi
1,Mombasa,Kisauni,Mwakirunge
1,Mombasa,Kisauni,Mtopanga
1,Mombasa,Kisauni,Magogoni
1,Mombasa,Kisauni,Shanzu
1,Mombasa,Likoni,Mtongwe
1,Mombasa,Likoni,Shika adabu
1,Mombasa,Likoni,Bofu
1,Mombasa,Likoni,Likoni
1,Mombasa,Likoni,Timbwani
1,Mombasa,Mvita,Mji wa Kale/Makadara
1,Mombasa,Mvita,Tudor
1,Mombasa,Mvita,Tononoka
1,Mombasa,Mvita,Ganjoni/Shimanzi
1,Mombasa,Mvita,Majengo
1,Mombasa,Nyali,Frere Town
1,Mombasa,Nyali,Ziwa la Ng''ombe
1,Mombasa,Nyali,Mkomani
1,Mombasa,Nyali,Kongowea
1,Mombasa,Nyali,Ziwani/Kadzandani
2,Kwale,Kinango,Ndavaya
2,Kwale,Kinango,Puma
2,Kwale,Kinango,Kinango
2,Kwale,Kinango,Chengoni/Samburu
2,Kwale,Kinango,Mackinon Road
2,Kwale,Kinango,Mwavumbo
2,Kwale,Kinango,Kasemeni
2,Kwale,Lunga Lunga,Pongwe/Kikoneni
2,Kwale,Lunga Lunga,Dzombo
2,Kwale,Lunga Lunga,Vanga
2,Kwale,Lunga Lunga, Mwereni
2,Kwale,Msambweni,Gombato Bongwe
2,Kwale,Msambweni, Ukunda
2,Kwale,Msambweni,Kinondo
2,Kwale,Msambweni,Ramisi
2,Kwale,Matuga,  Tsimba Golini
2,Kwale,Matuga,Waa
2,Kwale,Matuga,Tiwi
2,Kwale,Matuga,Kubo South
2,Kwale,Matuga,Mkongani
3,Kilifi,Matuga,Tezo
3,Kilifi,Matuga,Sokoni
3,Kilifi,Matuga,Kibarani
3,Kilifi,Matuga,Dabaso
3,Kilifi,Matuga,Matsangoni
3,Kilifi,Matuga,Watamu
3,Kilifi,Matuga,Mnarani
3,Kilifi,Matuga,Junju
3,Kilifi,Matuga,Mwarakaya
3,Kilifi,Matuga,Shimo la Tewa
3,Kilifi,Matuga,Chasimba
3,Kilifi,Matuga,Mtepeni
3,Kilifi,Matuga,Mariakani
3,Kilifi,Matuga,Kayafungo
3,Kilifi,Matuga,Kaloleni
3,Kilifi,Matuga,Mwanamwinga
3,Kilifi,Matuga,Dungicha
3,Kilifi,Matuga,Bamba
3,Kilifi,Matuga,Jaribuni
3,Kilifi,Matuga,Sokoke
3,Kilifi,Matuga,Maarafa
3,Kilifi,Matuga,Magarini
3,Kilifi,Matuga,Gongoni
3,Kilifi,Matuga,Adu
3,Kilifi,Matuga,Garashi
3,Kilifi,Matuga,Sabaki
3,Kilifi,Matuga,Mwawesa
3,Kilifi,Matuga,Ruruma
3,Kilifi,Matuga,Jibana
3,Kilifi,Matuga,Rabai/Kisurutuni
3,Kilifi,Matuga,Jilore
3,Kilifi,Matuga,Kakuyuni
3,Kilifi,Matuga,Ganda
3,Kilifi,Matuga,Malindi Town
3,Kilifi,Matuga,Shella
4,Tana River,Garsen,Garsen Central
4,Tana River,Garsen,Garsen East
4,Tana River,Garsen,Garsen North
4,Tana River,Garsen,Garsen South
4,Tana River,Garsen,Kipini East
4,Tana River,Garsen,Kipini West
4,Tana River,Galole,Kinakomba
4,Tana River,Galole,Mikinduni
4,Tana River,Galole,Chewani
4,Tana River,Galole,Wayu
4,Tana River,Bura,Chewele
4,Tana River,Bura,Hirimani
4,Tana River,Bura,Bangale
4,Tana River,Bura,Madogo
4,Tana River,Bura,Sala
5,Lamu,Lamu East,Faza
5,Lamu,Lamu East,Kiunga
5,Lamu,Lamu East,Basuba
5,Lamu,Lamu West,Shella
5,Lamu,Lamu West,Mkomani
5,Lamu,Lamu West,Hindi
5,Lamu,Lamu West,Mkunumbi
5,Lamu,Lamu West,Hongwe
5,Lamu,Lamu West,Witu
5,Lamu,Lamu West,Bahari
6,Taita-Taveta,Taveta,Chala
6,Taita-Taveta,Taveta,Mahoo
6,Taita-Taveta,Taveta,Bomani
6,Taita-Taveta,Taveta,Mboghoni
6,Taita-Taveta,Taveta,Mata
6,Taita-Taveta,Wundanyi,Wundanyi/Mbale
6,Taita-Taveta,Wundanyi,Werugha
6,Taita-Taveta,Wundanyi,Wumingu/Kishushe
6,Taita-Taveta,Wundanyi,Mwanda/Mgange
6,Taita-Taveta,Mwatate,Ronge
6,Taita-Taveta,Mwatate,Mwatate
6,Taita-Taveta,Mwatate,Bura
6,Taita-Taveta,Mwatate,Chawia
6,Taita-Taveta,Mwatate,Wusi/Kishamba
6,Taita-Taveta,Voi,Mbololo
6,Taita-Taveta,Voi,Kaloleni
6,Taita-Taveta,Voi,Sagala
6,Taita-Taveta,Voi,Marungu
6,Taita-Taveta,Voi,Kaigau
6,Taita-Taveta,Voi,Ngolia
7,Garissa,Dujis,Waberi
7,Garissa,Dujis,Galbet
7,Garissa,Dujis,Township
7,Garissa,Dujis,Iftin
7,Garissa,Balambala,Balambala
7,Garissa,Balambala,Danyere
7,Garissa,Balambala,Jarajara
7,Garissa,Balambala,Saka
7,Garissa,Balambala,Sankuri
7,Garissa,Dadaab,Dertu
7,Garissa,Dadaab,Dadaab
7,Garissa,Dadaab,Labasigale
7,Garissa,Dadaab,Damajale
7,Garissa,Dadaab,Liboi
7,Garissa,Dadaab,Abakaile
7,Garissa,Fafi,Bura
7,Garissa,Fafi,Dekaharia
7,Garissa,Fafi,Jarajila
7,Garissa,Fafi,Fafi
7,Garissa,Fafi,Nanighi
7,Garissa,Ijara,Hulugho
7,Garissa,Ijara,Sangailu
7,Garissa,Ijara,Ijara
7,Garissa,Ijara,Masalani
7,Garissa,Lagdera,Modogashe
7,Garissa,Lagdera,Bename
7,Garissa,Lagdera,Goreale
7,Garissa,Lagdera,Maalamin
7,Garissa,Lagdera,Sabena
7,Garissa,Lagdera,Baraki
8,Wajir,Wajir East,Wagbri
8,Wajir,Wajir East,Township
8,Wajir,Wajir East,Barwago
8,Wajir,Wajir East,Khorof/Harar
8,Wajir,Wajir North,Gurar
8,Wajir,Wajir North,Bute
8,Wajir,Wajir North,Korondile
8,Wajir,Wajir North,Malkagufu
8,Wajir,Wajir North,Batalu
8,Wajir,Wajir North,Danaba
8,Wajir,Wajir North,Godoma
8,Wajir,Wajir South,Benane
8,Wajir,Wajir South,Burder
8,Wajir,Wajir South,Dadaja Bulla
8,Wajir,Wajir South,Habaswein
8,Wajir,Wajir South,Lagboghol South
8,Wajir,Wajir South,Ibrahim Ure
8,Wajir,Wajir West,Arbajahan
8,Wajir,Wajir West,Hadado/Athibohol
8,Wajir,Wajir West,Ademasajide
8,Wajir,Wajir West,Ganyure
8,Wajir,Wajir West,Wagalla
8,Wajir,Tarbaj,Elben
8,Wajir,Tarbaj,Sarman
8,Wajir,Tarbaj,Tarbaj
8,Wajir,Tarbaj,Wargadud
8,Wajir,Eldas,Eldas
8,Wajir,Eldas,Della
8,Wajir,Eldas,Lakoley South/Basir
8,Wajir,Eldas,Elnur/Tula Tula
9,Mandera,Moyale,Butiye
9,Mandera,Moyale,Sololo
9,Mandera,Moyale,Heillu/Manyatta
9,Mandera,Moyale,Golbo
9,Mandera,Moyale,Moyale Township
9,Mandera,Moyale,Uran
9,Mandera,Moyale,Obbu
9,Mandera,North Horr,Dukana
9,Mandera,North Horr,Maikona
9,Mandera,North Horr,Turbi
9,Mandera,North Horr,North Horr
9,Mandera,North Horr,Illeret
9,Mandera,Laisamis,Loiyangalani
9,Mandera,Laisamis,Kargi/South Horr
9,Mandera,Laisamis,Korr/Ngurunit
9,Mandera,Laisamis,Logo Logo
9,Mandera,Laisamis,Laisamis
9,Mandera,Saku,Sagate/Jaldesa
9,Mandera,Saku,Karare
9,Mandera,Saku,Marsabit Central
10,Marsabit,Laisamis,  Loiyangalani
10,Marsabit,Laisamis,Kargi/South Horr
10,Marsabit,Laisamis,Korr/Ngurunit
10,Marsabit,Laisamis,Logo Logo
10,Marsabit,Laisamis,Laisamis
10,Marsabit,North Horr,  Dukana
10,Marsabit,North Horr,Maikona
10,Marsabit,North Horr,Turbi
10,Marsabit,North Horr,North Horr
10,Marsabit,North Horr, Illeret
10,Marsabit,Saku,Sagate/Jaldesa
10,Marsabit,Saku,Karare
10,Marsabit,Saku,Marsabit Central
10,Marsabit,Moyale,Butiye
10,Marsabit,Moyale,Sololo
10,Marsabit,Moyale,Heillu/Manyatta
10,Marsabit,Moyale,Golbo
10,Marsabit,Moyale,Moyale Township
10,Marsabit,Moyale,Uran
10,Marsabit,Moyale,Obbu
11,Isiolo,Isiolo North,Wabera
11,Isiolo,Isiolo North,Bulla Pesa
11,Isiolo,Isiolo North,Chari
